loan_id,applicant,gender,married,dependents,self_employed,experience,income,loan_amount,term,credit_history,property_area,status
ID1074,Mila Martin,female,yes,1,no,11,"$4,779.11","$22,306.11",36,1,urban,Y
ID1075,Olivia Williams,female,yes,1,no,24,"$5,822.76","$10,759.25",24,1,urban,Y
ID1076,Evelyn Anderson,female,yes,1,no,15,"$3,268.40","$15,435.44",60,1,rural,Y
ID1077,Jack J. Johnson,male,no,2,no,16,"$5,172.07","$11,677.63",60,1,urban,Y
ID1078,Gianna Williams,female,no,1,no,15,"$4,480.39","$14,536.11",48,1,urban,Y
ID1079,Jack Anderson,male,no,0,no,17,"$4,894.36","$13,892.67",48,1,urban,Y
ID1080,Elijah Taylor,male,no,0,no,11,"$3,914.67","$20,542.69",120,0,rural,N
ID1081,Jackson Anderson,male,no,1,no,19,"$11,693.80","$15,729.74",36,1,urban,Y
ID1082,Henry Q. Jackson,male,yes,1,yes,24,"$2,523.29","$10,681.25",60,1,urban,Y
ID1083,Emma Anderson,female,yes,0,no,15,"$6,185.15","$40,507.57",120,0,urban,N
ID1084,Gianna Lopez,female,yes,2,no,13,"$4,084.97","$9,727.36",60,1,urban,Y
ID1085,Mila C. Ramirez,female,yes,0,no,14,"$17,960.73","$55,399.34",48,1,rural,Y
ID1086,Sofia Williams,female,yes,1,no,32,"$5,425.15","$7,569.23",36,1,urban,Y
ID1087,Sebastian Clark,male,yes,2,no,9,"$2,466.01","$14,921.77",120,1,urban,Y
ID1088,Jacob Perez,male,no,1,no,11,"$8,098.53","$33,828.91",120,1,rural,Y
ID1089,Abigail Taylor,female,no,2,no,20,"$10,518.11","$60,277.51",36,1,urban,Y
ID1090,William Rodriguez,male,yes,3,yes,33,"$4,932.74","$15,478.81",60,0,rural,N
ID1091,Ethan W. Robinson,male,no,2,yes,23,"$7,333.92","$10,317.60",12,0,urban,N
ID1092,Emily White,female,yes,2,no,20,"$6,085.51","$22,997.35",180,1,urban,Y
ID1093,Avery Davis,female,yes,0,no,21,"$5,658.18","$22,794.68",360,1,urban,Y
ID1094,Liam Gonzalez,male,yes,1,no,6,"$3,070.76","$13,025.96",36,1,rural,Y
ID1095,Jacob Moore,male,no,3,no,9,"$2,038.11","$2,381.71",360,1,rural,Y
ID1096,Emma Hernandez,female,yes,4,no,10,"$3,323.23","$9,411.58",240,0,urban,N
ID1097,Michael White,male,no,0,no,25,"$4,519.68","$15,315.51",60,1,urban,Y
ID1098,Alexander K. Hernandez,male,no,0,no,13,"$6,497.92","$31,137.24",180,1,urban,Y
ID1099,Jack Perez,male,yes,0,no,18,"$7,081.91","$21,657.60",360,1,urban,Y
ID1100,Sofia Lopez,female,no,0,yes,16,"$4,289.33","$28,221.63",60,1,rural,Y
ID1101,Elizabeth C. Miller,female,yes,3,no,27,"$4,442.97","$17,851.17",24,1,urban,Y
ID1102,Sophia Sanchez,female,yes,4,no,13,"$6,107.47","$10,333.29",360,1,urban,Y
ID1103,Michael Thompson,male,yes,2,no,20,"$4,874.52","$28,816.70",48,0,urban,N
ID1104,Sophia Harris,female,yes,3,yes,11,"$7,041.73","$42,302.38",360,1,urban,Y
ID1105,Sebastian J. Rodriguez,male,yes,0,no,9,"$14,663.07","$90,485.29",48,1,urban,Y
ID1106,Charlotte Johnson,female,no,0,no,4,"$10,650.30","$28,370.39",120,1,urban,Y
ID1107,Abigail Martinez,female,no,0,no,8,"$8,287.27","$24,098.48",360,1,urban,Y
ID1108,Sofia H. Moore,female,yes,0,no,14,"$6,191.86","$11,521.22",240,1,urban,Y
ID1109,Camila Miller,female,yes,1,no,32,"$6,239.60","$18,408.86",48,1,urban,Y
ID1110,Jackson Martinez,male,no,1,no,13,"$4,600.40","$18,770.45",36,0,rural,N
ID1111,Sebastian Rodriguez,male,no,1,yes,39,"$4,872.01","$15,706.50",120,1,urban,Y
ID1112,Ethan Sanchez,male,yes,1,no,9,"$4,354.46","$17,254.09",180,1,urban,Y
ID1113,Liam Lopez,male,yes,1,no,20,"$6,089.76","$39,232.65",120,0,rural,N
ID1114,Noah Jackson,male,yes,2,no,11,"$6,631.41","$22,861.50",36,0,urban,N
ID1115,Benjamin Wilson,male,yes,1,no,17,"$5,354.59","$19,022.19",360,1,rural,Y
ID1116,Evelyn Martin,female,no,0,no,24,"$9,165.12","$33,600.15",60,0,rural,N
ID1117,Evelyn V. Martinez,female,yes,3,no,8,"$8,857.89","$49,866.80",48,0,urban,N
ID1118,Evelyn X. Jones,female,yes,0,no,5,"$4,340.31","$23,034.55",36,1,urban,Y
ID1119,Sophia Wilson,female,no,1,no,12,"$6,410.14","$36,896.00",180,1,rural,Y
ID1120,Luna Lewis,female,no,0,no,23,"$8,241.96","$21,782.95",24,1,rural,Y
ID1121,Camila Martinez,female,no,1,no,11,"$7,853.30","$36,253.40",120,1,urban,Y
ID1122,Ethan V. Sanchez,male,no,0,no,17,"$4,143.69","$9,774.91",48,0,rural,N
ID1123,Henry Hernandez,male,no,0,no,8,"$4,279.82","$25,715.18",60,1,urban,Y
ID1124,Elijah Lee,male,yes,1,no,23,"$6,324.85","$22,867.33",60,1,urban,Y
ID1125,Isabella Y. Harris,female,yes,2,no,30,"$8,122.03","$15,334.30",60,1,urban,Y
ID1126,Benjamin Thompson,male,yes,1,no,15,"$2,914.47","$14,686.90",180,1,urban,Y
ID1127,Isabella N. Jackson,female,yes,0,no,31,"$2,983.86","$15,752.62",180,1,rural,Y
ID1128,Luna Lopez,female,yes,3,no,21,"$6,003.34","$11,806.12",48,1,urban,Y
ID1129,Mia A. Clark,female,no,1,no,10,"$5,305.64","$31,282.98",36,1,urban,Y
ID1130,Daniel Martin,male,no,0,no,19,"$6,486.43","$20,943.24",180,1,urban,Y
ID1131,Noah Jones,male,yes,2,no,21,"$4,510.78","$21,126.69",36,1,urban,Y
ID1132,Noah Moore,male,no,3,no,34,"$7,603.53","$13,698.42",60,1,urban,Y
ID1133,Elizabeth Davis,female,yes,2,no,34,"$5,788.20","$12,194.69",48,1,rural,Y
ID1134,Gianna Williams,female,no,0,no,6,"$9,728.04","$21,245.79",120,1,urban,Y
ID1135,Harper G. Robinson,female,no,0,no,19,"$6,578.75","$26,116.22",60,1,urban,Y
ID1136,Levi Lewis,male,yes,4,no,13,"$4,724.99","$8,424.68",48,0,rural,N
ID1137,Avery White,female,yes,0,no,20,"$6,665.14","$42,730.92",180,1,rural,Y
ID1138,William White,male,yes,2,no,20,"$9,542.87","$54,508.44",60,1,rural,Y
ID1139,Olivia Miller,female,yes,1,no,16,"$10,999.83","$17,199.03",240,1,urban,Y
ID1140,Benjamin Martin,male,no,0,no,18,"$13,994.36","$81,172.25",120,1,urban,Y
ID1141,Michael Gonzalez,male,yes,0,no,24,"$7,867.02","$30,986.77",36,1,urban,Y
ID1142,Mateo C. Thomas,male,no,0,no,27,"$3,855.03","$22,169.73",60,1,urban,Y
ID1143,Abigail Harris,female,no,2,yes,8,"$2,400.71","$10,369.23",120,1,rural,Y
ID1144,Henry Sanchez,male,yes,0,no,21,"$2,377.67","$11,845.39",180,1,urban,Y
ID1145,James White,male,yes,0,no,7,"$3,141.93","$12,096.94",60,0,urban,N
ID1146,Sebastian Williams,male,no,3,yes,25,"$5,792.26","$14,345.70",36,0,urban,N
ID1147,William J. Wilson,male,yes,0,no,19,"$4,227.29","$26,679.98",48,1,urban,Y
ID1148,Camila Anderson,female,no,3,no,32,"$3,927.54","$25,228.97",360,1,urban,Y
ID1149,Elizabeth Jackson,female,yes,0,no,10,"$1,816.35","$2,452.18",180,0,urban,N
ID1150,Elizabeth Jones,female,yes,2,no,37,"$5,354.81","$32,937.48",60,1,rural,Y
ID1151,Gianna Thompson,female,yes,1,yes,16,"$6,909.84","$44,268.86",180,1,rural,Y
ID1152,Henry Davis,male,yes,1,no,24,"$6,306.98","$6,928.42",48,1,urban,Y
ID1153,Oliver Brown,male,no,0,no,13,"$5,287.76","$26,273.78",24,1,rural,Y
ID1154,Elijah Perez,male,no,2,no,15,"$4,758.37","$9,570.14",120,1,urban,Y
ID1155,Jack S. Lewis,male,yes,0,no,25,"$7,408.03","$22,395.03",60,1,urban,Y
ID1156,Jackson Taylor,male,yes,1,no,15,"$2,535.14","$15,569.26",180,1,urban,Y
ID1157,Camila D. Brown,female,yes,2,no,14,"$2,826.93","$13,001.81",120,1,urban,Y
ID1158,Elizabeth K. Martinez,female,no,1,no,10,"$4,483.44","$14,649.73",120,1,rural,Y
ID1159,Ella S. Thomas,female,yes,2,no,9,"$4,839.39","$19,650.12",180,1,urban,Y
ID1160,Sebastian Clark,male,yes,2,no,15,"$9,307.14","$54,855.60",48,1,urban,Y
ID1161,Oliver Anderson,male,yes,2,no,28,"$6,382.78","$34,381.17",120,1,rural,Y
ID1162,Avery Lopez,female,yes,0,no,33,"$6,148.47","$10,604.40",180,1,urban,Y
ID1163,Noah Rodriguez,male,yes,3,no,24,"$7,179.51","$17,773.35",60,0,rural,N
ID1164,Oliver Gonzalez,male,yes,3,no,1,"$12,140.51","$43,046.04",120,1,rural,Y
ID1165,Oliver Sanchez,male,yes,1,no,13,"$6,318.11","$18,314.24",60,0,urban,N
ID1166,Elijah Lee,male,yes,0,no,33,"$2,629.49","$12,163.96",36,1,urban,Y
ID1167,Evelyn Williams,female,yes,1,no,12,"$6,724.69","$33,145.05",120,1,urban,Y
ID1168,James V. Jackson,male,yes,0,no,21,"$5,378.56","$29,612.20",36,0,urban,N
ID1169,Alexander Jones,male,no,3,no,18,"$6,089.92","$13,164.16",48,1,urban,Y
ID1170,Mila Perez,female,yes,3,yes,15,"$7,414.79","$17,496.39",120,1,urban,Y
ID1171,Harper Harris,female,yes,3,no,10,"$4,343.02","$23,612.61",180,1,urban,Y
ID1172,Lucas Thomas,male,yes,3,yes,17,"$4,807.02","$17,384.70",36,1,urban,Y
ID1173,Mateo G. Williams,male,yes,0,no,16,"$4,418.54","$17,613.28",24,1,urban,Y
ID1174,Alexander Williams,male,yes,2,no,26,"$6,387.97","$32,431.49",120,1,urban,Y
ID1175,Oliver Robinson,male,yes,1,no,8,"$9,416.13","$59,651.32",36,1,rural,Y
ID1176,Evelyn Garcia,female,no,3,no,13,"$4,904.53","$31,679.79",48,0,urban,N
ID1177,Levi S. Lopez,male,yes,0,no,7,"$3,169.81","$6,242.44",240,1,rural,Y
ID1178,Daniel Davis,male,yes,2,no,16,"$8,027.33","$52,138.93",180,1,urban,Y
ID1179,Logan J. Ramirez,male,yes,1,yes,15,"$5,137.39","$27,318.25",60,1,urban,Y
ID1180,Mia N. Jones,female,yes,1,no,13,"$7,577.82","$20,417.38",180,1,urban,Y
ID1181,Luna Thomas,female,no,0,no,27,"$2,892.09","$14,975.71",60,1,urban,Y
ID1182,Michael Williams,male,yes,2,yes,33,"$8,044.93","$18,322.87",60,0,urban,N
ID1183,Mateo F. Brown,male,yes,0,yes,17,"$7,737.15","$33,754.28",120,0,urban,N
ID1184,Ava Williams,female,no,1,yes,13,"$10,188.23","$15,223.77",60,0,urban,N
ID1185,Amelia Y. Smith,female,no,0,no,20,"$5,992.41","$6,489.50",180,1,urban,Y
ID1186,Ella Z. Sanchez,female,yes,0,no,26,"$5,059.29","$9,787.87",120,1,urban,Y
ID1187,Henry Anderson,male,yes,1,no,18,"$3,435.54","$7,162.90",36,1,urban,Y
ID1188,Emily M. Sanchez,female,no,0,no,16,"$4,951.49","$10,869.88",48,0,urban,N
ID1189,Emma Sanchez,female,yes,2,no,20,"$2,061.99","$2,629.71",240,1,rural,Y
ID1190,Michael Lopez,male,no,0,no,13,"$6,980.42","$29,049.38",48,1,urban,Y
ID1191,Elizabeth Moore,female,yes,0,no,1,"$8,237.94","$41,218.79",36,1,urban,Y
ID1192,Camila S. Johnson,female,no,0,yes,9,"$7,441.72","$20,684.14",48,1,urban,Y
ID1193,Luna Sanchez,female,yes,0,no,19,"$3,952.26","$12,228.62",180,0,urban,N
ID1194,William W. White,male,no,1,no,19,"$3,349.46","$5,872.36",360,1,rural,Y
ID1195,Ethan Garcia,male,no,3,no,2,"$2,649.30","$14,303.03",48,1,rural,Y
ID1196,Logan White,male,yes,1,no,26,"$9,327.87","$20,822.49",180,1,urban,Y
ID1197,Emma I. Martinez,female,no,0,no,17,"$6,636.82","$7,531.48",60,1,urban,Y
ID1198,Daniel K. Garcia,male,yes,0,no,11,"$4,408.52","$18,448.69",24,1,rural,Y
ID1199,Jacob Smith,male,yes,2,no,9,"$4,616.72","$12,461.06",240,1,urban,Y
ID1200,Henry Williams,male,yes,1,no,15,"$1,800.00","$3,262.28",60,1,urban,Y
ID1201,Jacob Sanchez,male,no,1,no,14,"$6,757.98","$40,091.92",60,0,rural,N
ID1202,Noah Taylor,male,yes,1,no,15,"$4,175.49","$5,854.03",24,0,urban,N
ID1203,James Clark,male,yes,2,no,18,"$9,756.53","$10,046.61",240,1,urban,Y
ID1204,Luna Brown,female,yes,1,no,18,"$3,572.54","$10,358.30",60,0,rural,N
ID1205,Jackson Jackson,male,yes,0,yes,8,"$4,637.28","$28,535.54",180,1,urban,Y
ID1206,Alexander P. Martinez,male,no,2,no,23,"$7,510.08","$32,834.70",120,1,urban,Y
ID1207,Daniel White,male,yes,1,yes,24,"$8,670.87","$16,820.44",60,1,rural,Y
ID1208,Noah B. Davis,male,no,2,no,20,"$4,315.55","$25,330.16",36,1,rural,Y
ID1209,William Clark,male,no,2,no,18,"$7,828.37","$25,595.79",48,1,urban,Y
ID1210,Olivia Thomas,female,no,1,yes,16,"$6,659.15","$19,489.48",60,0,urban,N
ID1211,Levi Clark,male,yes,0,no,18,"$6,084.03","$22,370.99",120,0,rural,N
ID1212,Ethan U. Ramirez,male,no,3,no,29,"$6,904.92","$34,718.18",120,0,urban,N
ID1213,Evelyn Robinson,female,yes,0,no,22,"$3,470.09","$21,073.19",180,1,urban,Y
ID1214,William Clark,male,yes,0,no,18,"$13,429.16","$29,806.95",48,1,rural,Y
ID1215,Ethan J. Lopez,male,yes,0,yes,22,"$4,207.38","$16,611.95",120,1,urban,Y
ID1216,Ava Jones,female,yes,4,no,28,"$4,720.12","$10,105.39",60,1,rural,Y
ID1217,Sophia Thomas,female,no,0,no,16,"$5,635.82","$28,728.72",12,1,urban,Y
ID1218,Harper Q. Jones,female,yes,0,no,23,"$6,153.99","$40,459.22",240,1,urban,Y
ID1219,Gianna Z. Harris,female,yes,0,no,19,"$3,674.12","$4,301.40",120,1,urban,Y
ID1220,Sebastian B. Martin,male,no,2,yes,16,"$5,373.12","$24,259.39",120,1,urban,Y
ID1221,Sofia Rodriguez,female,no,1,no,12,"$8,520.13","$45,562.99",120,1,urban,Y
ID1222,Gianna Thompson,female,yes,1,no,11,"$2,714.28","$17,140.34",60,1,urban,Y
ID1223,Elijah H. Lewis,male,yes,4,no,28,"$8,413.05","$28,289.82",120,0,urban,N
ID1224,Emma Smith,female,no,0,no,28,"$3,655.32","$9,113.22",360,1,urban,Y
ID1225,Luna Lee,female,yes,0,no,7,"$10,159.49","$34,859.64",60,0,rural,N
ID1226,Mila Smith,female,no,2,no,29,"$5,237.60","$5,393.22",120,1,urban,Y
ID1227,Avery White,female,no,2,no,7,"$6,494.05","$31,004.61",48,1,urban,Y
ID1228,Emily Lewis,female,yes,2,no,28,"$2,883.88","$18,547.99",48,0,rural,N
ID1229,Michael Gonzalez,male,yes,1,no,12,"$2,946.77","$11,954.81",24,1,urban,Y
ID1230,Mila Lee,female,yes,0,no,5,"$3,716.02","$16,556.48",60,1,rural,Y
ID1231,Ella V. Brown,female,yes,0,no,17,"$6,476.94","$11,348.47",36,1,rural,Y
ID1232,Amelia Rodriguez,female,yes,3,no,22,"$3,279.23","$18,636.90",360,0,urban,N
ID1233,Ella Anderson,female,no,0,no,31,"$9,121.22","$56,144.36",60,1,urban,Y
ID1234,Ava Brown,female,yes,3,no,30,"$7,268.77","$46,764.17",360,0,urban,N
ID1235,Daniel Martin,male,no,0,no,32,"$6,251.56","$16,246.98",120,1,rural,Y
ID1236,Sophia Taylor,female,no,2,no,32,"$9,049.46","$35,937.33",240,1,urban,Y
ID1237,Liam M. Taylor,male,yes,2,no,12,"$1,800.00","$4,724.27",120,1,rural,Y
ID1238,Logan Brown,male,no,1,no,17,"$11,691.43","$14,321.61",120,1,urban,Y
ID1239,Ethan X. Moore,male,yes,1,no,30,"$8,611.18","$34,814.22",180,0,rural,N
ID1240,Isabella Martinez,female,no,0,no,4,"$4,362.23","$25,002.23",36,1,rural,Y
ID1241,James K. Johnson,male,yes,2,no,25,"$5,734.58","$22,498.08",120,1,rural,Y
ID1242,Sofia Garcia,female,yes,0,no,13,"$2,284.13","$15,031.88",60,1,urban,Y
ID1243,Olivia Brown,female,yes,3,no,21,"$9,622.67","$24,587.42",60,0,urban,N
ID1244,Gianna Taylor,female,yes,0,no,32,"$5,664.85","$26,855.31",24,1,urban,Y
ID1245,Luna R. Clark,female,no,3,no,6,"$6,545.39","$12,854.33",24,0,urban,N
ID1246,Lucas M. Robinson,male,yes,1,no,2,"$6,594.83","$8,024.03",180,1,urban,Y
ID1247,Levi V. Brown,male,yes,0,no,21,"$5,268.28","$16,675.16",36,1,urban,Y
ID1248,Ava Martinez,female,no,2,no,18,"$5,773.26","$24,970.12",12,0,urban,N
ID1249,Harper Miller,female,no,0,no,9,"$4,122.64","$23,774.04",180,1,urban,Y
ID1250,Emily Anderson,female,yes,2,no,33,"$3,932.31","$10,098.85",48,1,urban,Y
ID1251,Jackson Anderson,male,no,2,no,33,"$3,789.67","$18,860.45",180,0,urban,N
ID1252,Jacob Jones,male,yes,1,no,7,"$6,216.12","$34,941.68",48,1,rural,Y
ID1253,Oliver A. White,male,no,1,no,10,"$3,390.48","$13,574.75",240,0,urban,N
ID1254,Michael Davis,male,yes,3,yes,14,"$6,929.11","$28,785.28",36,1,urban,Y
ID1255,Ava White,female,no,0,no,11,"$7,204.43","$22,685.64",180,1,urban,Y
ID1256,Emma Lee,female,no,1,no,17,"$2,658.42","$12,347.87",48,1,rural,Y
ID1257,Michael M. Robinson,male,yes,3,no,16,"$3,938.18","$18,073.14",24,1,urban,Y
ID1258,Jacob Martin,male,yes,0,no,16,"$4,214.29","$4,579.23",180,1,rural,Y
ID1259,Sophia Jones,female,yes,1,yes,36,"$5,782.19","$27,131.42",120,1,urban,Y
ID1260,Logan Martin,male,no,0,no,26,"$2,672.98","$13,483.63",48,0,urban,N
ID1261,Mateo M. Williams,male,yes,0,no,26,"$6,072.50","$26,372.55",240,1,rural,Y
ID1262,Amelia Williams,female,yes,1,no,20,"$5,650.69","$22,309.84",24,0,rural,N
ID1263,Abigail Lopez,female,no,2,no,16,"$5,041.92","$27,288.60",120,1,urban,Y
ID1264,Liam Gonzalez,male,no,0,no,11,"$8,847.60","$22,244.29",48,1,urban,Y
ID1265,Luna Moore,female,yes,1,no,13,"$10,025.78","$46,904.15",240,1,urban,Y
ID1266,William M. Brown,male,no,2,no,14,"$9,402.14","$34,037.73",180,1,urban,Y
ID1267,Henry Davis,male,yes,2,no,12,"$7,105.43","$7,250.43",60,1,urban,Y
ID1268,Sofia Z. Martinez,female,yes,1,no,11,"$4,559.86","$17,692.59",120,1,urban,Y
ID1269,Oliver R. Moore,male,no,0,no,10,"$12,002.64","$39,083.47",48,1,urban,Y
ID1270,Alexander Hernandez,male,no,4,no,21,"$12,988.72","$46,082.75",360,1,rural,Y
ID1271,Olivia C. Thomas,female,yes,2,no,14,"$4,308.19","$10,534.78",120,0,rural,N
ID1272,Ethan Williams,male,yes,0,no,23,"$8,288.73","$18,936.58",180,1,urban,Y
ID1273,Lucas Miller,male,no,0,no,33,"$5,468.74","$34,798.02",240,1,urban,Y
ID1274,Ethan Thomas,male,no,1,no,17,"$4,011.60","$15,746.14",36,0,urban,N
ID1275,Emma Taylor,female,no,2,no,12,"$4,959.18","$28,866.32",48,1,urban,Y
ID1276,Henry Thomas,male,yes,0,no,13,"$4,782.83","$31,007.58",60,0,urban,N
ID1277,Evelyn N. Sanchez,female,no,0,no,2,"$5,128.18","$23,163.35",240,1,rural,Y
ID1278,Jackson S. Martinez,male,yes,0,no,27,"$4,115.81","$22,754.21",60,1,urban,Y
ID1279,Jacob Ramirez,male,yes,1,no,12,"$4,174.23","$14,529.19",180,0,urban,N
ID1280,Ella Lee,female,no,2,no,14,"$4,613.12","$22,912.67",120,1,urban,Y
ID1281,Logan Harris,male,yes,1,no,3,"$9,253.59","$45,453.01",360,1,urban,Y
ID1282,Elijah P. Brown,male,yes,0,no,11,"$2,544.03","$6,881.21",240,1,rural,Y
